full_prompt,suffix,is_adversarial,algorithm,language
"Je,mfereji kubwa zaidi duniani ni ipi?",,0,tydiqa,swahili
Montako UCL mestaruutta Cristiano Ronaldo voitti Real Madridissa?,,0,tydiqa,finnish
"Je,mti mrefu zaidi nchini Kenya inapatikana sehemu gani?",,0,tydiqa,swahili
apa yang dimaksud dengan hormon estrogen?,,0,tydiqa,indonesian
Metali ya chuma ilitengenezwa na nani?,,0,tydiqa,swahili
กังฟูเส้าหลินคืออะไร?,,0,tydiqa,thai
berapakah jumlah sekte Yahudi di dunia?,,0,tydiqa,indonesian
Kocha wa kwanza wa klabu ya Stoke City anaitwa nani?,,0,tydiqa,swahili
ماهو أدب عصر التنوير ؟,,0,tydiqa,arabic
What's CE?,,0,tydiqa,english
阪神3011形電車の車体の主な色は？,,0,tydiqa,japanese
"Je,Michael Vartan alizaliwa lini?",,0,tydiqa,swahili
Кто был первым исследователем Сибири среди русских?,,0,tydiqa,russian
"Je,chuo kikuu cha Moi kilianza mwaka upi?",,0,tydiqa,swahili
Bara Australia ina mataifa mangapi?,,0,tydiqa,swahili
"Je, kuna mbuga ngapi za wanyama nchini Kenya?",,0,tydiqa,swahili
В каком полку служил Великий князь Дмитрий во время Первой Мировой войны?,,0,tydiqa,russian
Milloin Nono Söderberg tuli pedagogi,,0,tydiqa,finnish
Website ya kwanza inaitwaje?,,0,tydiqa,swahili
Mikä oli Kuorsumaan torpparikapinan lopputulos?,,0,tydiqa,finnish
"Je,lugha rasmi ya Ujerumani ni upi?",,0,tydiqa,swahili
シリコンウェーハは電気を通す？,,0,tydiqa,japanese
পৃথিবীতে মোট কত রকমের জীব আছে ?,,0,tydiqa,bengali
ホーズショップの戦いはいつ終結した？,,0,tydiqa,japanese
Nchi ya Ugiriki inajulikana sana kwa kufanya nini?,,0,tydiqa,swahili
Did Edmontosaurus have feathers?,,0,tydiqa,english
Valve Corporationはどこの国の会社？,,0,tydiqa,japanese
"Je,msanii Davido alizaliwa lini?",,0,tydiqa,swahili
Je ombwe ina uzito?,,0,tydiqa,swahili
"Je,Fidel Castro alizikwa nchi gani?",,0,tydiqa,swahili
走化性を発見したのは誰,,0,tydiqa,japanese
"Je,jina la kisayansi la tunda la ndimu ni ipi?",,0,tydiqa,swahili
How many villains does Scott fight?,,0,tydiqa,english
Mkuu wa mkoa wa bonde la ufa mwaka 2006 anaitwa nani?,,0,tydiqa,swahili
What was Elam known for?,,0,tydiqa,english
Missä USS Nimitz rakennettiin?,,0,tydiqa,finnish
อินเดียมีกี่วรรณะ ?,,0,tydiqa,thai
Mto Gabon una urefu gani?,,0,tydiqa,swahili
Tv ya NBC ilizinduliwa mwaka gani?,,0,tydiqa,swahili
ماهو أول ألبوم لجستن تيمبرلايك ؟,,0,tydiqa,arabic
Kuna aina ngapi ya sungura ?,,0,tydiqa,swahili
"Je, Dkt Geoffrey William Griffin alisomea wapi?",,0,tydiqa,swahili
When did the French empire start and end?,,0,tydiqa,english
Carlos Tevez ana urefu wa futi ngapi?,,0,tydiqa,swahili
Apakah gagasan utama Zaman Pencerahan?,,0,tydiqa,indonesian
"Je,ni kilomita ngapi kutoka Meru hadi Nairobi?",,0,tydiqa,swahili
ما هو أسد البحر؟,,0,tydiqa,arabic
apakah penyebab kematian Empedokles?,,0,tydiqa,indonesian
"Je, kamera ya kwanza ilitengenezwa na nani?",,0,tydiqa,swahili
Miten määritellään dosentti?,,0,tydiqa,finnish
كم يضم ائتلاف الجبهة الشعبية (تونس) من الاحزاب؟,,0,tydiqa,arabic
Was CoRot successful?,,0,tydiqa,english
Mlima mrefu sana duniani ni gani?,,0,tydiqa,swahili
ada berapakah jenis tumor ?,,0,tydiqa,indonesian
Klabu ya Juventus ina wachezaji wangapi wa nchi za nje?,,0,tydiqa,swahili
"Je,elementi ni nini?",,0,tydiqa,swahili
セミノール戦争はいつ起きた？,,0,tydiqa,japanese
Milloin Toivo Kaario on syntynyt?,,0,tydiqa,finnish
"Je,nani rais wa kwanza wa Ucheki?",,0,tydiqa,swahili
Falsafa iligunduliwa na nani?,,0,tydiqa,swahili
Kuka kehitti Gudžaratilainen kirjaimiston?,,0,tydiqa,finnish
Kuna aina ngapi za ndge?,,0,tydiqa,swahili
『荒涼館』の主人公の職業は何？,,0,tydiqa,japanese
"Je, Mkuu wa shirika la Afya Duniani mwaka wa 2008 anaitwa nani?",,0,tydiqa,swahili
II Proud ana nyimbo ngapi?,,0,tydiqa,swahili
Изначально компьютерная игра была популярна среди населения?,,0,tydiqa,russian
Kuna aina ngapi ya wanyama katika Aktiki ?,,0,tydiqa,swahili
ロイ・クラクストン・エイカフはいつ生まれた？,,0,tydiqa,japanese
What was the first anime published in the States?,,0,tydiqa,english
Rais wa kwanza wa Sudan alikuwa nani?,,0,tydiqa,swahili
Nani aligundua kiberiti cha chuma?,,0,tydiqa,swahili
Jane Somers alikuwa nani?,,0,tydiqa,swahili
Xbox ya kwanza iliundwa mwaka upi?,,0,tydiqa,swahili
"Je,ni kilomita ngapi kutoka Tanga hadi Dar?",,0,tydiqa,swahili
kapankah Yesus Kristus dilahirkan?,,0,tydiqa,indonesian
"Je,Aleen Bailey alijiunga na na riadha lini?",,0,tydiqa,swahili
"Je,Tha Trademarc ana mke?",,0,tydiqa,swahili
Minä vuonna Nicollette Sheridan on syntynyt?,,0,tydiqa,finnish
Milloin Televisioyhtiö FOX alkoi lähettää 70’s Show -sarjaa?,,0,tydiqa,finnish
Apakah kitab agama kristen ?,,0,tydiqa,indonesian
What year was the Havana Declaration released?,,0,tydiqa,english
"Je,Eritrea  inatumia sarafu gani?",,0,tydiqa,swahili
"Je,rais wa kwanza wa Congo aliitwa nani?",,0,tydiqa,swahili
브레스트의 시장은 누구인가요?,,0,tydiqa,korean
Что закончил Анато́лий Алексе́евич Клёсов?,,0,tydiqa,russian
"Je,klabu ya Manchester united ilizinduliwa mwaka upi?",,0,tydiqa,swahili
Любила ли своего мужа Екатери́на Ме́дичи?,,0,tydiqa,russian
berapakah kode telepon negara Belarus ?,,0,tydiqa,indonesian
Where is the Tigray Region?,,0,tydiqa,english
Nani rais wa Argentina?,,0,tydiqa,swahili
Missä Berliinin kaupunginosassa sijaitsee Europa Center?,,0,tydiqa,finnish
Bendi ya Westlife ina Albamu ngapi?,,0,tydiqa,swahili
第二次ポエニ戦争の勝者は誰,,0,tydiqa,japanese
Валенти́н Петро́вич Глушко́ был Героем Социалистического Труда?,,0,tydiqa,russian
When did Romans first occupy Israel?,,0,tydiqa,english
Urafiki Jazz Band inamilikiwa na kiwanda gani?,,0,tydiqa,swahili
"Je,na gavana wa kaunti ya Nakuru mwaka 2019?",,0,tydiqa,swahili
キリスト教以前にも処女崇拝はあった？,,0,tydiqa,japanese
tahun berapakah Pekin Ibrahim dilahirkan?,,0,tydiqa,indonesian
Milloin AY-liike perustettiin Suomessa?,,0,tydiqa,finnish
متي تأسسة شركة بيكسار ؟,,0,tydiqa,arabic
Paa mdogo zaidi anaitwaje?,,0,tydiqa,swahili
В каком звании Ги де Монло́р участвовал во Второй Мировой войне?,,0,tydiqa,russian
รัตนชาติมีกี่สี ?,,0,tydiqa,thai
マスジド・ハラームはいつ完成した？,,0,tydiqa,japanese
ভারতের কালিম্পং জেলার বর্তমান জেলাশাসক কে ?,,0,tydiqa,bengali
Mji mkuu Ufaransa ni upi?,,0,tydiqa,swahili
"Je, Nyegere ana rangi ngapi?",,0,tydiqa,swahili
หอประชุมจุฬาฯ สร้างเสร็จเมื่อไหร่?,,0,tydiqa,thai
Ada berapa serial game Quake  ?,,0,tydiqa,indonesian
أين تقع الصومال؟,,0,tydiqa,arabic
"Je,Brian Haule alizaliwa lini?",,0,tydiqa,swahili
อาร์เทอร์ ฮอลลี คอมป์ตัน  เกิดที่ไหน ?,,0,tydiqa,thai
"Je,mto mkubwa zaidi Misri ni upi?",,0,tydiqa,swahili
Mama ya Kerron Stewart anaitwa nani?,,0,tydiqa,swahili
Aina za lugha ni zipi?,,0,tydiqa,swahili
Je wimbo wa Dear Mama wa tupac shakur ilikuwa katika albamu gani yake?,,0,tydiqa,swahili
Alfred Nobel alizaliwa lini?,,0,tydiqa,swahili
제노바의 현재 인구는 몇명인가요?,,0,tydiqa,korean
"Je, Kuvu hula kwa jinsi gani?",,0,tydiqa,swahili
Mikä on Guadeloupen pinta-ala?,,0,tydiqa,finnish
Apa tujuan utama dilakukannya Syuro?,,0,tydiqa,indonesian
慶元まさ美の出身地はどこですか？,,0,tydiqa,japanese
Сколько пехоты Конфидератов участвовало в атаке Пикетта?,,0,tydiqa,russian
Carleton Gajdusek alizaliwa wapi?,,0,tydiqa,swahili
Kapan Jaime Lerner lahir ?,,0,tydiqa,indonesian
"Je,Burj Khalifa ina urefu wa kiasi gani?",,0,tydiqa,swahili
Missä Aarne Orjatsalo syntyi?,,0,tydiqa,finnish
Kisiwa cha Atolli kiligunduliwa lini?,,0,tydiqa,swahili
Mlima kubwa Uganda ni gani?,,0,tydiqa,swahili
Karl Peters alifia wapi?,,0,tydiqa,swahili
Mercy Johnson alizaliwa mwaka upi?,,0,tydiqa,swahili
Company Man ni sehemu ya kumi na saba ya msimu wa kipindi gani?,,0,tydiqa,swahili
How large was the Pteranodon?,,0,tydiqa,english
จังหวัดขอนแก่น มีพื้นที่เท่าไหร่?,,0,tydiqa,thai
"Je,jina ya kisayansi ya tunda la Amra ni ipi?",,0,tydiqa,swahili
ما هي اعلى قمة جبلية في السعودية؟,,0,tydiqa,arabic
জেরুসালেমের মোট কতগুলি জেলা আছে ?,,0,tydiqa,bengali
เจไดมืดคนแรกมีชื่อว่าอะไร?,,0,tydiqa,thai
ซินเดอเรลล่านั่งรถม้าที่ทำมาจากอะไรเพื่อไปงานเต้นรำ?,,0,tydiqa,thai
แอมโมนอยด์พบครั้งแรกยุคใด ?,,0,tydiqa,thai
من هو أوزيريس؟,,0,tydiqa,arabic
Minä vuonna Éamon de Valera syntyi?,,0,tydiqa,finnish
"Je,seli nyeupe ya damu ina kazi gani kuu kwenye mwili?",,0,tydiqa,swahili
HD 5980を発見したのは誰,,0,tydiqa,japanese
Bahari kubwa zaidi duniani ni ipi?,,0,tydiqa,swahili
Где родился Чжэн Хэ?,,0,tydiqa,russian
Minkä kanavan kautta voi matkustaa vesiteitse Valkeakosken ja Tampereen välillä?,,0,tydiqa,finnish
ใครเป็นเจ้าของบริษัทไมโครซอฟท์  ?,,0,tydiqa,thai
"Je,Ni mto gani unaopitia London?",,0,tydiqa,swahili
Apakah yang dimaksud dengan comte ?,,0,tydiqa,indonesian
『燃えよドラゴン』を制作した会社は何？,,0,tydiqa,japanese
Mlima kenya iligunduliwa na nani?,,0,tydiqa,swahili
Mihin Aristoteles kuoli?,,0,tydiqa,finnish
খিলজি বংশের শেষ শাসক কে ছিলেন ?,,0,tydiqa,bengali
Milloin RAW on perustettu?,,0,tydiqa,finnish
Milloin Brandon Kozun aloitti ammattilaisuransa?,,0,tydiqa,finnish
When was the Queensland Department of Public Works founded?,,0,tydiqa,english
Aliyegundua hali ya maada anaitwaje?,,0,tydiqa,swahili
"Je,nchi ya Libya inatumia sarafu gani ya pesa?",,0,tydiqa,swahili
"Je, ziwa kubwa katika Bonde la Ufa ni lipi?",,0,tydiqa,swahili
"Je, Khartoum ina idadi ya watu wangapi?",,0,tydiqa,swahili
Onko Suomea hallinnut koskaan kuningas?,,0,tydiqa,finnish
ما أعلى قمة في جمهورية كيريباتي؟,,0,tydiqa,arabic
Nani aligundua Umeme wa Nyuklia?,,0,tydiqa,swahili
Voiko molekyylin tuntea?,,0,tydiqa,finnish
Kuinka pitkä Emajoki on?,,0,tydiqa,finnish
Milloin 809 Naval Air Squadron -laivue perustettiin?,,0,tydiqa,finnish
Chama cha FORD-Kenya kilianzishwa na nani?,,0,tydiqa,swahili
Rocky Mountains iligunduliwa mwakagani?,,0,tydiqa,swahili
"Je, Sayari ya Zebaki ina maji?",,0,tydiqa,swahili
من مؤدي صوت لينا بالدبلجة العربية لمسلسل عدنان ولينا؟,,0,tydiqa,arabic
What family are the current royals descended from?,,0,tydiqa,english
細胞診断,,0,tydiqa,japanese
Bayern Munich ilianzishwa lini?,,0,tydiqa,swahili
Сколько обвиняемых было по делу ЦДУМ?,,0,tydiqa,russian
Kuka on suunnitellut Pörssitalon?,,0,tydiqa,finnish
What is Vasco Núñez de Balboa greatest achievement?,,0,tydiqa,english
"Je, Martin Luther alikuwa mlutheri?",,0,tydiqa,swahili
Miten monessa maassa Valmet tomii?,,0,tydiqa,finnish
Gazeti la The Calgary Herald lilianzishwa na nani?,,0,tydiqa,swahili
ルートキットは一般に販売された？,,0,tydiqa,japanese
Есть на Юпитере бури с грозами?,,0,tydiqa,russian
tahun berapakah Hyundai didirikan?,,0,tydiqa,indonesian
Mamake Zakaria alikuwa anaitwa nani?,,0,tydiqa,swahili
중성자는 무엇인가?,,0,tydiqa,korean
"Je, ni nani aliyekuwa wa kwanza kukwea mlima wa Kilimanjaro?",,0,tydiqa,swahili
"Je,saratani ya titi inaweza mpata msichana wa miaka chini ya tano?",,0,tydiqa,swahili
"Je,Ziwa kubwa zaidi Afrika ni ipi?",,0,tydiqa,swahili
"Je,uchaguzi mkuu wa Kenya hufanywa kila baada ya miaka ngapi?",,0,tydiqa,swahili
Silaha ya kwanza kutengenezwa ni gani?,,0,tydiqa,swahili
Milloin evoluutioteoriaa aloitettiin opettamaan Suomessa?,,0,tydiqa,finnish
Kenya ina idadi ya wabunge wangapi?,,0,tydiqa,swahili
Rais wa kwanza wa Benin aliitwa nani?,,0,tydiqa,swahili
Je Congo wana madini aina ngapi?,,0,tydiqa,swahili
What is DYK?,,0,tydiqa,english
Miten paikkavektori määritellään?,,0,tydiqa,finnish
Nyati-maji huishi kwa miaka mingapi kwa wastani?,,0,tydiqa,swahili
近鉄10000系電車の大きさは？,,0,tydiqa,japanese
Сколько всего сезонов телесериала «Стрела» на март 2019?,,0,tydiqa,russian
Kiongozi wa kwanza wa Roma ya Kale anaitwa nani?,,0,tydiqa,swahili
Uajemi iko na idadi ngapi ya watu?,,0,tydiqa,swahili
Baraza la kwanza la mawaziri nchini Kenya lilianzishwa lini?,,0,tydiqa,swahili
Mihin Joseph Brant kuoli?,,0,tydiqa,finnish
مامعنى الْفِقْهُ إصطلاحاً ؟,,0,tydiqa,arabic
berapakah luas negara Meksiko ?,,0,tydiqa,indonesian
নবী মুহাম্মদ কোন সালে মারা যান ?,,0,tydiqa,bengali
はじめて発見された太陽系外衛は何？,,0,tydiqa,japanese
Rais wa Denmark ni nani?,,0,tydiqa,swahili
Puhutaanko jossain maassa pelkästään latinaa?,,0,tydiqa,finnish
Onko Wall Street Manhattanin finanssialan keskittymän Financial Districtin keskus?,,0,tydiqa,finnish
من هو توماس سانكارا؟,,0,tydiqa,arabic
Hija ya waislamu ilianza mwaka gani?,,0,tydiqa,swahili
Mji mdogo nchini India unaitwaje?,,0,tydiqa,swahili
"Je,kuna mito ngapi nchini Syria?",,0,tydiqa,swahili
What makes an ice wine an ice wine?,,0,tydiqa,english
Mitkä kaupungit kuuluivat Yhdyvaltain sisällissodan aikana etelävaltioihin?,,0,tydiqa,finnish
Di mana letak Taj Mahal?,,0,tydiqa,indonesian
"Je,Italia ina idadi ngapi ya watu?",,0,tydiqa,swahili
"Je, Arsenal imewahi kushinda tuzo la UEFA?",,0,tydiqa,swahili
ビリヤード台の面積は？,,0,tydiqa,japanese
Simiti hutengenezwa kwa mchanga gani?,,0,tydiqa,swahili
Kwa kawaida mtoto huanza kutembea akiwa na miaka mingapi?,,0,tydiqa,swahili
ムーアズクリーク橋の長さは？,,0,tydiqa,japanese
ポーランド王国はいつ建国された？,,0,tydiqa,japanese
鉄道標識とは何種類ありますか？,,0,tydiqa,japanese
Сколько длился Кари́бский кризис?,,0,tydiqa,russian
هل الجسيمات المضادة تنتج بشكل طبيعي من تحلل بيتا؟,,0,tydiqa,arabic
Mama ya Umar ibn al-Khattab?,,0,tydiqa,swahili
生理痛は腹痛のひとつ？,,0,tydiqa,japanese
45RPM의 첫 앨범은 무엇인가?,,0,tydiqa,korean
"Je, kuna viwanda vingapi vya sukari nchini Tanzania?",,0,tydiqa,swahili
Kapankah Mr. Raden Mas Sartono lahir ?,,0,tydiqa,indonesian
Nani rais wa Argentina?,,0,tydiqa,swahili
Bandari Libreville ilizinduliwa mwaka gani?,,0,tydiqa,swahili
"Je,nani aligundua ugonjwa wa ukimwi?",,0,tydiqa,swahili
"Je,msanii Davido alizaliwa lini?",,0,tydiqa,swahili
Mgonjwa wa kwanza wa Saratani alikuwa anaitwa aje?,,0,tydiqa,swahili
Tarakilishi ilizinduliwa mwaka upi?,,0,tydiqa,swahili
Nchi ya Thailand ina idadi ngapi ya watu?,,0,tydiqa,swahili
"Во сколько лет исламская девушка может выйти замуж, минимальный возраст?",,0,tydiqa,russian
ماهو الثلج؟,,0,tydiqa,arabic
Kapan Kazimierz I dilantik sebagai penguasa monarki de jure?,,0,tydiqa,indonesian
"Je, ukubwa wa dunia umepimwa kwa kifaa gani?",,0,tydiqa,swahili
몽골에서 일어난 가장 긴 전투는 무엇인가?,,0,tydiqa,korean
What is a Wendigo?,,0,tydiqa,english
Where was Doris Hursley born?,,0,tydiqa,english
apakah mata uang mesir?,,0,tydiqa,indonesian
เอ็ดเวิร์ด มุงค์มีบิดาชื่อว่าอะไร?,,0,tydiqa,thai
আফ্রিকান ক্রিকেটার আলেকজান্ডার জন বেল কি একজন ব্যাটসম্যান ছিলেন ?,,0,tydiqa,bengali
"Je,albamu ya R U Still Down ilirekodiwa katika studio gani?",,0,tydiqa,swahili
Ziwa Tanganyika ina urefu kiasi gani?,,0,tydiqa,swahili
Daktari wa kwanza kutoka Chuo Kikuu cha Benin anaitwa nani?,,0,tydiqa,swahili
How many catholic churches currently exist in New York?,,0,tydiqa,english
Rais wa Brazil ni nani?,,0,tydiqa,swahili
Apa warna bendera Skotlandia ?,,0,tydiqa,indonesian
ฟรองซัวส์ ดูบัวส์ ถือสัญชาติอะไร ?,,0,tydiqa,thai
ウィリアム・シャーマン少将の出身はどこ？,,0,tydiqa,japanese
Cristiano Ronaldo dos Santos Aveiro alizaliwa mwaka upi?,,0,tydiqa,swahili
Miten poppamies määritellään?,,0,tydiqa,finnish
Siapa itu Vinogradov ?,,0,tydiqa,indonesian
"Je,Kenya ina idadi ya watu wangapi kulingana na sensa ya 2009?",,0,tydiqa,swahili
พระพุทธสุโขสัมฤทธิ์อุตรดิตถ์มุนี ในปี พ.ศ. ประดิษฐานอยู่ที่ใด?,,0,tydiqa,thai
かわいそうの語源は何,,0,tydiqa,japanese
戸次 鑑連の出身階級は？,,0,tydiqa,japanese
Mji wa London una mito mingapi?,,0,tydiqa,swahili
Milloin Leo Suurla syntyi?,,0,tydiqa,finnish
"Je,asili ya lugha kiswahili inatoka nchi gani?",,0,tydiqa,swahili
"Je,Rais wa kwanza wa Mongolia ni nani?",,0,tydiqa,swahili
"Je, ni kina nani wanaoishi Antaktiki?",,0,tydiqa,swahili
อดอล์ฟ ฮิตเลอร์มีภรรยากี่คน ?,,0,tydiqa,thai
Missä Formula-tallissa Carlos Sainz ajaa nykyisin?,,0,tydiqa,finnish
ในปีพ.ศ.2562 ประเทศฝรั่งเศสยังมีพระราชาหรือไม่?,,0,tydiqa,thai
ソーラーカーが初めてつくられたのはいつ？,,0,tydiqa,japanese
Mlima mrefu zaidi Kenya ni gani?,,0,tydiqa,swahili
"Je,rais wa kwanza wa Ukraine aliitwa nani?",,0,tydiqa,swahili
Berapa luas provinsi Riau?,,0,tydiqa,indonesian
When was the Polaroid camera developed?,,0,tydiqa,english
When did Reginald Aubrey Fessenden claim U.S. citizenship?,,0,tydiqa,english
Je uga wa timu ya Barcelona inaitwaje?,,0,tydiqa,swahili
Milloin Leonardo da Vinci syntyi?,,0,tydiqa,finnish
Nani aliyetambua muziki?,,0,tydiqa,swahili
Празднуют в России День Имени?,,0,tydiqa,russian
ما عدد نبضات القلب عند حالة فرط ضغط الدم؟,,0,tydiqa,arabic
